tripminutes,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,start hour,start day,weekday,day,age,tripminutes
9,586,2020-03-01 19:18:50.783,2020-03-01 19:28:37.482,3207,Oakland Ave,40.7376037,-74.05247829999999,3638,Washington St,40.7242941,-74.0354826,42540,Subscriber,1988,1,19,1,6,Weekend,32,9
2,160,2020-03-01 19:26:54.911,2020-03-01 19:29:35.261,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42252,Subscriber,1981,1,19,1,6,Weekend,39,2
3,195,2020-03-01 19:27:05.884,2020-03-01 19:30:21.227,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3483,Montgomery St,40.71942,-74.05099,42419,Subscriber,1967,1,19,1,6,Weekend,53,3
11,660,2020-03-01 19:28:31.322,2020-03-01 19:39:31.905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42276,Subscriber,1998,1,19,1,6,Weekend,22,11
2,155,2020-03-01 19:32:03.082,2020-03-01 19:34:38.943,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42252,Subscriber,1981,1,19,1,6,Weekend,39,2
2,174,2020-03-01 19:34:28.477,2020-03-01 19:37:22.666,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3196,Riverview Park,40.7443187,-74.04399090000001,42340,Subscriber,1972,2,19,1,6,Weekend,48,2
8,510,2020-03-01 19:38:43.596,2020-03-01 19:47:14.584,3639,Harborside,40.71925170000001,-74.034234,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42538,Subscriber,1990,0,19,1,6,Weekend,30,8
3,199,2020-03-01 19:42:38.413,2020-03-01 19:45:57.697,3185,City Hall,40.717732500000004,-74.04384499999999,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42309,Subscriber,1978,1,19,1,6,Weekend,42,3
9,575,2020-03-01 19:47:48.180,2020-03-01 19:57:23.980,3203,Hamilton Park,40.727595965999996,-74.044247311,3192,Liberty Light Rail,40.711242299999995,-74.0557013,38231,Subscriber,1974,1,19,1,6,Weekend,46,9
2,153,2020-03-01 19:51:30.126,2020-03-01 19:54:03.854,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3194,McGinley Square,40.7253399253558,-74.06762212514876,42339,Subscriber,1992,1,19,1,6,Weekend,28,2
5,337,2020-03-01 19:59:21.826,2020-03-01 20:04:59.217,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42445,Subscriber,1969,1,19,1,6,Weekend,51,5
4,294,2020-03-01 20:01:05.379,2020-03-01 20:06:00.253,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42476,Subscriber,1982,2,20,1,6,Weekend,38,4
4,289,2020-03-01 20:01:06.931,2020-03-01 20:05:56.005,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42118,Subscriber,1970,1,20,1,6,Weekend,50,4
11,671,2020-03-01 20:01:34.682,2020-03-01 20:12:46.509,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42367,Subscriber,1991,1,20,1,6,Weekend,29,11
9,585,2020-03-01 20:01:56.481,2020-03-01 20:11:42.271,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42288,Subscriber,1992,1,20,1,6,Weekend,28,9
8,504,2020-03-01 20:03:57.220,2020-03-01 20:12:21.503,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42486,Subscriber,1983,2,20,1,6,Weekend,37,8
4,286,2020-03-01 20:06:11.006,2020-03-01 20:10:57.749,3483,Montgomery St,40.71942,-74.05099,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42419,Subscriber,1967,1,20,1,6,Weekend,53,4
12,737,2020-03-01 20:08:05.795,2020-03-01 20:20:22.907,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3483,Montgomery St,40.71942,-74.05099,42582,Subscriber,1994,2,20,1,6,Weekend,26,12
24,1478,2020-03-01 20:12:33.031,2020-03-01 20:37:11.718,3202,Newport PATH,40.7272235,-74.03375890000001,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42603,Subscriber,1995,2,20,1,6,Weekend,25,24
3,220,2020-03-01 20:12:36.858,2020-03-01 20:16:16.933,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42216,Subscriber,1965,1,20,1,6,Weekend,55,3
7,446,2020-03-01 20:17:38.422,2020-03-01 20:25:05.324,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42397,Subscriber,1979,2,20,1,6,Weekend,41,7
9,570,2020-03-01 20:19:09.406,2020-03-01 20:28:39.655,3639,Harborside,40.71925170000001,-74.034234,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42446,Subscriber,1975,2,20,1,6,Weekend,45,9
34,2040,2020-03-01 20:21:33.355,2020-03-01 20:55:33.358,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42365,Subscriber,1970,1,20,1,6,Weekend,50,34
5,331,2020-03-01 20:23:04.647,2020-03-01 20:28:35.971,3185,City Hall,40.717732500000004,-74.04384499999999,3483,Montgomery St,40.71942,-74.05099,42209,Subscriber,1986,1,20,1,6,Weekend,34,5
9,550,2020-03-01 20:25:57.850,2020-03-01 20:35:08.732,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,42229,Subscriber,1976,1,20,1,6,Weekend,44,9
7,453,2020-03-01 20:26:08.574,2020-03-01 20:33:41.824,3194,McGinley Square,40.7253399253558,-74.06762212514876,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42339,Subscriber,2001,2,20,1,6,Weekend,19,7
3,189,2020-03-01 20:27:27.297,2020-03-01 20:30:36.550,3280,Astor Place,40.71928220070703,-74.07126188278198,3280,Astor Place,40.71928220070703,-74.07126188278198,42542,Subscriber,1976,1,20,1,6,Weekend,44,3
7,427,2020-03-01 20:30:04.502,2020-03-01 20:37:11.573,3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.742677141,-74.051788633,42547,Subscriber,1995,2,20,1,6,Weekend,25,7
4,296,2020-03-01 20:31:50.491,2020-03-01 20:36:46.847,3202,Newport PATH,40.7272235,-74.03375890000001,3639,Harborside,40.71925170000001,-74.034234,42266,Subscriber,1996,2,20,1,6,Weekend,24,4
4,252,2020-03-01 20:39:35.287,2020-03-01 20:43:48.071,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42238,Subscriber,1983,1,20,1,6,Weekend,37,4
6,411,2020-03-01 20:41:14.578,2020-03-01 20:48:06.503,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3639,Harborside,40.71925170000001,-74.034234,42118,Subscriber,1969,1,20,1,6,Weekend,51,6
1,104,2020-03-01 20:44:44.295,2020-03-01 20:46:29.242,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3185,City Hall,40.717732500000004,-74.04384499999999,42578,Subscriber,1977,2,20,1,6,Weekend,43,1
12,746,2020-03-01 20:46:57.418,2020-03-01 20:59:23.645,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42486,Subscriber,1989,1,20,1,6,Weekend,31,12
2,164,2020-03-01 20:47:33.900,2020-03-01 20:50:18.405,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,42427,Subscriber,1993,1,20,1,6,Weekend,27,2
7,465,2020-03-01 20:48:27.511,2020-03-01 20:56:12.987,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3191,Union St,40.71821129999999,-74.08363940000001,42581,Subscriber,1977,1,20,1,6,Weekend,43,7
3,194,2020-03-01 20:49:51.389,2020-03-01 20:53:05.483,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42298,Subscriber,1985,1,20,1,6,Weekend,35,3
13,820,2020-03-01 20:54:44.122,2020-03-01 21:08:24.200,3483,Montgomery St,40.71942,-74.05099,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42582,Subscriber,1994,2,20,1,6,Weekend,26,13
1,97,2020-03-01 20:57:16.833,2020-03-01 20:58:54.189,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,42249,Subscriber,1991,1,20,1,6,Weekend,29,1
9,571,2020-03-01 20:58:45.521,2020-03-01 21:08:16.522,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3211,Newark Ave,40.72152515,-74.046304543,42128,Subscriber,1968,1,20,1,6,Weekend,52,9
1,104,2020-03-01 21:05:33.610,2020-03-01 21:07:18.089,3185,City Hall,40.717732500000004,-74.04384499999999,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42578,Subscriber,1973,1,21,1,6,Weekend,47,1
10,610,2020-03-01 21:14:02.688,2020-03-01 21:24:13.045,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42272,Subscriber,1985,2,21,1,6,Weekend,35,10
4,273,2020-03-01 21:19:23.168,2020-03-01 21:23:56.719,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3185,City Hall,40.717732500000004,-74.04384499999999,42520,Subscriber,1985,1,21,1,6,Weekend,35,4
6,415,2020-03-01 21:19:56.505,2020-03-01 21:26:51.517,3639,Harborside,40.71925170000001,-74.034234,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42152,Subscriber,1980,2,21,1,6,Weekend,40,6
3,214,2020-03-01 21:23:47.904,2020-03-01 21:27:22.778,3187,Warren St,40.721123600000006,-74.03805095,3202,Newport PATH,40.7272235,-74.03375890000001,42422,Subscriber,1979,1,21,1,6,Weekend,41,3
5,317,2020-03-01 21:31:11.313,2020-03-01 21:36:28.899,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,32878,Subscriber,1991,2,21,1,6,Weekend,29,5
3,238,2020-03-01 21:32:24.513,2020-03-01 21:36:23.074,3194,McGinley Square,40.7253399253558,-74.06762212514876,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42138,Subscriber,1964,1,21,1,6,Weekend,56,3
2,120,2020-03-01 21:36:22.866,2020-03-01 21:38:23.720,3213,Van Vorst Park,40.71848892,-74.047726625,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42147,Subscriber,1970,1,21,1,6,Weekend,50,2
3,206,2020-03-01 21:38:34.674,2020-03-01 21:42:01.463,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42216,Subscriber,1965,1,21,1,6,Weekend,55,3
3,187,2020-03-01 21:49:40.980,2020-03-01 21:52:48.690,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3203,Hamilton Park,40.727595965999996,-74.044247311,42166,Subscriber,1969,1,21,1,6,Weekend,51,3
3,231,2020-03-01 21:51:51.174,2020-03-01 21:55:42.987,3202,Newport PATH,40.7272235,-74.03375890000001,3187,Warren St,40.721123600000006,-74.03805095,42422,Subscriber,1979,1,21,1,6,Weekend,41,3
5,349,2020-03-01 21:51:58.894,2020-03-01 21:57:48.195,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311,42249,Subscriber,1988,1,21,1,6,Weekend,32,5
3,204,2020-03-01 21:52:07.585,2020-03-01 21:55:32.469,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3213,Van Vorst Park,40.71848892,-74.047726625,42147,Subscriber,1970,1,21,1,6,Weekend,50,3
2,172,2020-03-01 21:54:08.434,2020-03-01 21:57:01.199,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42578,Subscriber,1960,1,21,1,6,Weekend,60,2
28,1695,2020-03-01 21:56:14.719,2020-03-01 22:24:30.671,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3207,Oakland Ave,40.7376037,-74.05247829999999,42408,Subscriber,1987,1,21,1,6,Weekend,33,28
27,1643,2020-03-01 21:57:09.839,2020-03-01 22:24:33.008,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3207,Oakland Ave,40.7376037,-74.05247829999999,42536,Customer,1969,0,21,1,6,Weekend,51,27
3,202,2020-03-01 22:02:03.163,2020-03-01 22:05:25.486,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,26273,Subscriber,1981,2,22,1,6,Weekend,39,3
10,631,2020-03-01 22:10:51.902,2020-03-01 22:21:23.575,3210,Pershing Field,40.742677141,-74.051788633,3206,Hilltop,40.7311689,-74.0575736,42274,Customer,2001,2,22,1,6,Weekend,19,10
9,591,2020-03-01 22:11:18.874,2020-03-01 22:21:10.488,3210,Pershing Field,40.742677141,-74.051788633,3206,Hilltop,40.7311689,-74.0575736,42601,Customer,1999,1,22,1,6,Weekend,21,9
5,358,2020-03-01 22:18:30.006,2020-03-01 22:24:28.626,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42376,Subscriber,1978,1,22,1,6,Weekend,42,5
6,390,2020-03-01 22:22:56.637,2020-03-01 22:29:27.070,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.73089709786179,-74.06391263008119,42187,Subscriber,1983,1,22,1,6,Weekend,37,6
7,474,2020-03-01 22:32:28.200,2020-03-01 22:40:22.597,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42376,Subscriber,1978,1,22,1,6,Weekend,42,7
5,341,2020-03-01 22:32:52.252,2020-03-01 22:38:33.285,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3267,Morris Canal,40.7124188237569,-74.03852552175522,42610,Subscriber,1986,2,22,1,6,Weekend,34,5
6,380,2020-03-01 22:35:43.133,2020-03-01 22:42:04.113,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3202,Newport PATH,40.7272235,-74.03375890000001,42260,Subscriber,1994,2,22,1,6,Weekend,26,6
5,353,2020-03-01 22:36:06.498,2020-03-01 22:41:59.942,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3202,Newport PATH,40.7272235,-74.03375890000001,42268,Subscriber,1993,0,22,1,6,Weekend,27,5
10,634,2020-03-01 22:42:03.858,2020-03-01 22:52:38.305,3639,Harborside,40.71925170000001,-74.034234,3206,Hilltop,40.7311689,-74.0575736,42495,Subscriber,1983,2,22,1,6,Weekend,37,10
6,371,2020-03-01 22:57:03.841,2020-03-01 23:03:14.880,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3195,Sip Ave,40.73089709786179,-74.06391263008119,42486,Subscriber,1998,1,22,1,6,Weekend,22,6
23,1416,2020-03-01 22:59:50.823,2020-03-01 23:23:26.923,3195,Sip Ave,40.73089709786179,-74.06391263008119,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42187,Subscriber,1991,1,22,1,6,Weekend,29,23
1,115,2020-03-01 23:02:10.162,2020-03-01 23:04:05.594,3185,City Hall,40.717732500000004,-74.04384499999999,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42176,Subscriber,1993,1,23,1,6,Weekend,27,1
10,651,2020-03-01 23:19:10.775,2020-03-01 23:30:01.921,3194,McGinley Square,40.7253399253558,-74.06762212514876,3694,Jackson Square,40.71113,-74.0789,42264,Customer,1998,1,23,1,6,Weekend,22,10
4,288,2020-03-01 23:19:15.250,2020-03-01 23:24:03.366,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,42486,Customer,1989,1,23,1,6,Weekend,31,4
3,182,2020-03-01 23:23:16.623,2020-03-01 23:26:19.381,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42192,Subscriber,1988,1,23,1,6,Weekend,32,3
3,232,2020-03-01 23:42:39.097,2020-03-01 23:46:31.337,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3681,Grand St,40.71517767732029,-74.03768330812454,42137,Subscriber,1983,1,23,1,6,Weekend,37,3
9,594,2020-03-01 23:43:27.443,2020-03-01 23:53:22.044,3203,Hamilton Park,40.727595965999996,-74.044247311,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42482,Subscriber,1975,1,23,1,6,Weekend,45,9
13,835,2020-03-02 00:24:51.520,2020-03-02 00:38:47.158,3210,Pershing Field,40.742677141,-74.051788633,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42547,Customer,2000,2,0,2,0,Weekday,20,13
6,383,2020-03-02 00:45:22.648,2020-03-02 00:51:46.542,3206,Hilltop,40.7311689,-74.0575736,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42601,Customer,1983,1,0,2,0,Weekday,37,6
3,232,2020-03-02 01:39:05.355,2020-03-02 01:42:57.993,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,42110,Subscriber,1984,1,1,2,0,Weekday,36,3
12,758,2020-03-02 01:58:52.930,2020-03-02 02:11:31.609,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42124,Subscriber,1981,1,1,2,0,Weekday,39,12
5,353,2020-03-02 04:09:01.398,2020-03-02 04:14:55.333,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42417,Subscriber,1984,1,4,2,0,Weekday,36,5
3,216,2020-03-02 04:27:51.953,2020-03-02 04:31:28.951,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42129,Subscriber,1987,1,4,2,0,Weekday,33,3
5,304,2020-03-02 04:43:29.087,2020-03-02 04:48:33.768,3191,Union St,40.71821129999999,-74.08363940000001,3694,Jackson Square,40.71113,-74.0789,42390,Subscriber,1969,1,4,2,0,Weekday,51,5
3,227,2020-03-02 05:23:08.609,2020-03-02 05:26:55.801,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42154,Subscriber,1991,1,5,2,0,Weekday,29,3
2,124,2020-03-02 05:36:48.692,2020-03-02 05:38:53.353,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42634,Subscriber,1981,2,5,2,0,Weekday,39,2
4,269,2020-03-02 05:41:48.311,2020-03-02 05:46:18.197,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.73089709786179,-74.06391263008119,42486,Subscriber,1986,2,5,2,0,Weekday,34,4
2,142,2020-03-02 05:51:29.665,2020-03-02 05:53:52.010,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,17273,Subscriber,1984,1,5,2,0,Weekday,36,2
6,382,2020-03-02 05:54:49.429,2020-03-02 06:01:12.204,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3639,Harborside,40.71925170000001,-74.034234,42578,Subscriber,1964,1,5,2,0,Weekday,56,6
7,420,2020-03-02 05:58:20.483,2020-03-02 06:05:21.033,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42453,Subscriber,1985,1,5,2,0,Weekday,35,7
5,322,2020-03-02 06:03:13.562,2020-03-02 06:08:35.816,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008119,42399,Subscriber,1987,1,6,2,0,Weekday,33,5
6,401,2020-03-02 06:06:22.569,2020-03-02 06:13:04.304,3207,Oakland Ave,40.7376037,-74.05247829999999,3195,Sip Ave,40.73089709786179,-74.06391263008119,42361,Subscriber,1958,1,6,2,0,Weekday,62,6
1,78,2020-03-02 06:09:14.982,2020-03-02 06:10:33.153,3639,Harborside,40.71925170000001,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42229,Subscriber,1988,1,6,2,0,Weekday,32,1
4,242,2020-03-02 06:13:07.692,2020-03-02 06:17:10.623,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42480,Customer,1995,1,6,2,0,Weekday,25,4
2,164,2020-03-02 06:19:48.108,2020-03-02 06:22:33.001,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42147,Subscriber,1970,1,6,2,0,Weekday,50,2
5,353,2020-03-02 06:22:48.681,2020-03-02 06:28:41.976,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42136,Subscriber,1969,1,6,2,0,Weekday,51,5
3,184,2020-03-02 06:23:12.843,2020-03-02 06:26:17.230,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,26273,Subscriber,1987,1,6,2,0,Weekday,33,3
22,1352,2020-03-02 06:26:40.470,2020-03-02 06:49:13.092,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42547,Subscriber,1959,1,6,2,0,Weekday,61,22
4,243,2020-03-02 06:29:38.897,2020-03-02 06:33:42.609,3207,Oakland Ave,40.7376037,-74.05247829999999,3640,Journal Square,40.733670000000004,-74.0625,42564,Subscriber,1988,1,6,2,0,Weekday,32,4
3,206,2020-03-02 06:29:58.074,2020-03-02 06:33:24.815,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42162,Subscriber,1990,1,6,2,0,Weekday,30,3
4,270,2020-03-02 06:29:58.709,2020-03-02 06:34:29.344,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42238,Subscriber,1967,1,6,2,0,Weekday,53,4
3,224,2020-03-02 06:31:50.452,2020-03-02 06:35:35.362,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42452,Subscriber,1981,1,6,2,0,Weekday,39,3
6,380,2020-03-02 06:33:12.784,2020-03-02 06:39:33.774,3211,Newark Ave,40.72152515,-74.046304543,3213,Van Vorst Park,40.71848892,-74.047726625,42111,Subscriber,1956,1,6,2,0,Weekday,64,6
2,144,2020-03-02 06:34:52.813,2020-03-02 06:37:17.128,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42278,Subscriber,1975,1,6,2,0,Weekday,45,2
6,377,2020-03-02 06:35:28.631,2020-03-02 06:41:46.396,3213,Van Vorst Park,40.71848892,-74.047726625,3639,Harborside,40.71925170000001,-74.034234,42606,Subscriber,1988,1,6,2,0,Weekday,32,6
6,388,2020-03-02 06:36:22.126,2020-03-02 06:42:51.028,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42527,Subscriber,1986,1,6,2,0,Weekday,34,6
15,941,2020-03-02 06:37:04.724,2020-03-02 06:52:46.690,3694,Jackson Square,40.71113,-74.0789,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42390,Subscriber,1977,1,6,2,0,Weekday,43,15
6,362,2020-03-02 06:37:36.421,2020-03-02 06:43:39.250,3187,Warren St,40.721123600000006,-74.03805095,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42160,Subscriber,1990,1,6,2,0,Weekday,30,6
4,243,2020-03-02 06:39:14.526,2020-03-02 06:43:17.655,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42592,Customer,1993,2,6,2,0,Weekday,27,4
4,290,2020-03-02 06:39:47.225,2020-03-02 06:44:37.836,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42515,Subscriber,1986,1,6,2,0,Weekday,34,4
2,179,2020-03-02 06:40:48.391,2020-03-02 06:43:48.335,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42484,Subscriber,1993,1,6,2,0,Weekday,27,2
2,176,2020-03-02 06:41:45.896,2020-03-02 06:44:42.385,3681,Grand St,40.71517767732029,-74.03768330812454,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42137,Subscriber,1985,1,6,2,0,Weekday,35,2
4,247,2020-03-02 06:43:40.888,2020-03-02 06:47:48.052,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42538,Subscriber,1967,1,6,2,0,Weekday,53,4
5,335,2020-03-02 06:45:48.038,2020-03-02 06:51:23.274,3207,Oakland Ave,40.7376037,-74.05247829999999,3206,Hilltop,40.7311689,-74.0575736,42536,Subscriber,1985,1,6,2,0,Weekday,35,5
2,159,2020-03-02 06:46:22.908,2020-03-02 06:49:02.319,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42209,Subscriber,1963,2,6,2,0,Weekday,57,2
9,558,2020-03-02 06:48:01.965,2020-03-02 06:57:20.505,3210,Pershing Field,40.742677141,-74.051788633,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42473,Subscriber,1981,1,6,2,0,Weekday,39,9
5,353,2020-03-02 06:48:33.738,2020-03-02 06:54:27.599,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3184,Paulus Hook,40.7141454,-74.0335519,42309,Subscriber,1980,1,6,2,0,Weekday,40,5
10,632,2020-03-02 06:50:39.296,2020-03-02 07:01:12.169,3267,Morris Canal,40.7124188237569,-74.03852552175522,3639,Harborside,40.71925170000001,-74.034234,42610,Subscriber,1958,1,6,2,0,Weekday,62,10
380,22825,2020-03-02 06:53:20.019,2020-03-02 13:13:45.478,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3681,Grand St,40.71517767732029,-74.03768330812454,42267,Subscriber,1979,1,6,2,0,Weekday,41,380
7,478,2020-03-02 06:54:14.146,2020-03-02 07:02:12.819,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,42199,Subscriber,1971,2,6,2,0,Weekday,49,7
3,218,2020-03-02 06:57:25.717,2020-03-02 07:01:04.596,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,42208,Subscriber,1984,2,6,2,0,Weekday,36,3
5,304,2020-03-02 06:57:55.977,2020-03-02 07:03:00.030,3209,Brunswick St,40.7241765,-74.05065640000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42354,Subscriber,1974,1,6,2,0,Weekday,46,5
5,336,2020-03-02 07:00:24.940,2020-03-02 07:06:00.963,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42409,Subscriber,1987,2,7,2,0,Weekday,33,5
