tripminutes,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,start hour,start day,weekday,day,age,tripminutes
6,373,2020-03-14 15:34:27.893,2020-03-14 15:40:41.213,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42408,Subscriber,1988,1,15,14,5,Weekend,32,6
2,135,2020-03-14 15:34:33.217,2020-03-14 15:36:48.441,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,42173,Subscriber,1959,1,15,14,5,Weekend,61,2
11,683,2020-03-14 15:34:42.423,2020-03-14 15:46:05.445,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,42246,Subscriber,1991,2,15,14,5,Weekend,29,11
42,2571,2020-03-14 15:37:59.869,2020-03-14 16:20:50.936,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42168,Subscriber,1994,2,15,14,5,Weekend,26,42
18,1095,2020-03-14 15:38:01.785,2020-03-14 15:56:17.528,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42536,Subscriber,1986,2,15,14,5,Weekend,34,18
8,492,2020-03-14 15:39:11.696,2020-03-14 15:47:24.138,3203,Hamilton Park,40.727595965999996,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,42394,Subscriber,1987,1,15,14,5,Weekend,33,8
7,468,2020-03-14 15:39:38.182,2020-03-14 15:47:26.200,3203,Hamilton Park,40.727595965999996,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,42445,Customer,1969,0,15,14,5,Weekend,51,7
31,1917,2020-03-14 15:40:41.237,2020-03-14 16:12:38.632,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42581,Subscriber,1991,1,15,14,5,Weekend,29,31
31,1909,2020-03-14 15:40:48.077,2020-03-14 16:12:37.648,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42446,Customer,1969,0,15,14,5,Weekend,51,31
10,654,2020-03-14 15:41:51.958,2020-03-14 15:52:46.093,3193,Lincoln Park,40.7246050998869,-74.07840594649316,3195,Sip Ave,40.73089709786179,-74.06391263008119,42238,Subscriber,1996,1,15,14,5,Weekend,24,10
4,295,2020-03-14 15:42:24.820,2020-03-14 15:47:20.223,3187,Warren St,40.721123600000006,-74.03805095,3211,Newark Ave,40.72152515,-74.046304543,42350,Subscriber,1969,2,15,14,5,Weekend,51,4
34,2062,2020-03-14 15:42:36.821,2020-03-14 16:16:59.040,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42531,Subscriber,1965,2,15,14,5,Weekend,55,34
12,756,2020-03-14 15:45:07.268,2020-03-14 15:57:43.448,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,42358,Subscriber,1986,1,15,14,5,Weekend,34,12
12,754,2020-03-14 15:45:08.594,2020-03-14 15:57:43.351,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,42408,Subscriber,1987,2,15,14,5,Weekend,33,12
5,327,2020-03-14 15:46:41.162,2020-03-14 15:52:08.824,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42597,Subscriber,1990,2,15,14,5,Weekend,30,5
7,451,2020-03-14 15:49:30.509,2020-03-14 15:57:02.405,3195,Sip Ave,40.73089709786179,-74.06391263008119,3280,Astor Place,40.71928220070703,-74.07126188278198,42361,Subscriber,1960,1,15,14,5,Weekend,60,7
26,1561,2020-03-14 15:50:03.021,2020-03-14 16:16:04.183,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42322,Customer,1969,0,15,14,5,Weekend,51,26
28,1732,2020-03-14 15:50:59.988,2020-03-14 16:19:52.480,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3202,Newport PATH,40.7272235,-74.03375890000001,42157,Subscriber,1989,2,15,14,5,Weekend,31,28
25,1533,2020-03-14 15:51:05.224,2020-03-14 16:16:38.505,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3203,Hamilton Park,40.727595965999996,-74.044247311,42234,Customer,1993,1,15,14,5,Weekend,27,25
28,1716,2020-03-14 15:51:15.750,2020-03-14 16:19:52.086,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3202,Newport PATH,40.7272235,-74.03375890000001,42388,Subscriber,1981,1,15,14,5,Weekend,39,28
42,2559,2020-03-14 15:52:17.043,2020-03-14 16:34:56.895,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42466,Subscriber,1983,1,15,14,5,Weekend,37,42
34,2061,2020-03-14 15:52:42.521,2020-03-14 16:27:03.721,3639,Harborside,40.71925170000001,-74.034234,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42529,Subscriber,1959,1,15,14,5,Weekend,61,34
16,982,2020-03-14 15:53:33.331,2020-03-14 16:09:55.863,3195,Sip Ave,40.73089709786179,-74.06391263008119,3195,Sip Ave,40.73089709786179,-74.06391263008119,32436,Subscriber,1970,1,15,14,5,Weekend,50,16
5,309,2020-03-14 15:53:53.049,2020-03-14 15:59:02.107,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42499,Subscriber,1991,1,15,14,5,Weekend,29,5
31,1866,2020-03-14 15:55:03.458,2020-03-14 16:26:09.868,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3267,Morris Canal,40.7124188237569,-74.03852552175522,42251,Customer,1991,1,15,14,5,Weekend,29,31
30,1805,2020-03-14 15:55:40.276,2020-03-14 16:25:46.239,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3267,Morris Canal,40.7124188237569,-74.03852552175522,42380,Customer,1994,1,15,14,5,Weekend,26,30
79,4773,2020-03-14 15:56:15.918,2020-03-14 17:15:49.286,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42212,Customer,1985,0,15,14,5,Weekend,35,79
71,4264,2020-03-14 15:56:25.692,2020-03-14 17:07:30.253,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42479,Customer,1992,2,15,14,5,Weekend,28,71
79,4774,2020-03-14 15:56:30.217,2020-03-14 17:16:04.309,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42544,Customer,1985,2,15,14,5,Weekend,35,79
24,1460,2020-03-14 15:56:31.216,2020-03-14 16:20:51.726,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42532,Subscriber,1988,2,15,14,5,Weekend,32,24
15,953,2020-03-14 15:56:56.499,2020-03-14 16:12:49.736,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42216,Subscriber,1960,1,15,14,5,Weekend,60,15
24,1445,2020-03-14 15:56:59.846,2020-03-14 16:21:05.636,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42442,Customer,1969,0,15,14,5,Weekend,51,24
14,878,2020-03-14 15:57:20.508,2020-03-14 16:11:58.860,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42452,Customer,1969,0,15,14,5,Weekend,51,14
24,1463,2020-03-14 15:58:27.909,2020-03-14 16:22:51.567,3202,Newport PATH,40.7272235,-74.03375890000001,3202,Newport PATH,40.7272235,-74.03375890000001,42291,Customer,1969,0,15,14,5,Weekend,51,24
4,248,2020-03-14 15:58:57.813,2020-03-14 16:03:06.175,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,42311,Subscriber,1989,1,15,14,5,Weekend,31,4
20,1246,2020-03-14 16:00:11.415,2020-03-14 16:20:57.848,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,42416,Subscriber,1977,1,16,14,5,Weekend,43,20
27,1643,2020-03-14 16:00:16.811,2020-03-14 16:27:40.097,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3203,Hamilton Park,40.727595965999996,-74.044247311,42239,Subscriber,1991,1,16,14,5,Weekend,29,27
9,591,2020-03-14 16:01:53.460,2020-03-14 16:11:44.613,3213,Van Vorst Park,40.71848892,-74.047726625,3203,Hamilton Park,40.727595965999996,-74.044247311,42394,Subscriber,1991,1,16,14,5,Weekend,29,9
7,470,2020-03-14 16:03:43.636,2020-03-14 16:11:34.147,3213,Van Vorst Park,40.71848892,-74.047726625,3203,Hamilton Park,40.727595965999996,-74.044247311,42445,Subscriber,1991,1,16,14,5,Weekend,29,7
7,455,2020-03-14 16:04:50.294,2020-03-14 16:12:25.937,3213,Van Vorst Park,40.71848892,-74.047726625,3203,Hamilton Park,40.727595965999996,-74.044247311,42313,Customer,1969,0,16,14,5,Weekend,51,7
18,1086,2020-03-14 16:07:11.395,2020-03-14 16:25:17.920,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3202,Newport PATH,40.7272235,-74.03375890000001,42331,Subscriber,1985,2,16,14,5,Weekend,35,18
44,2684,2020-03-14 16:07:17.390,2020-03-14 16:52:01.806,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3639,Harborside,40.71925170000001,-74.034234,42132,Customer,1993,1,16,14,5,Weekend,27,44
44,2679,2020-03-14 16:07:24.869,2020-03-14 16:52:04.250,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,3639,Harborside,40.71925170000001,-74.034234,42535,Customer,1994,1,16,14,5,Weekend,26,44
2,149,2020-03-14 16:12:57.080,2020-03-14 16:15:26.236,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,42433,Subscriber,1975,1,16,14,5,Weekend,45,2
33,2002,2020-03-14 16:14:58.299,2020-03-14 16:48:20.340,3185,City Hall,40.717732500000004,-74.04384499999999,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42373,Customer,1989,2,16,14,5,Weekend,31,33
4,279,2020-03-14 16:16:07.866,2020-03-14 16:20:46.891,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42297,Subscriber,1984,2,16,14,5,Weekend,36,4
14,843,2020-03-14 16:17:27.953,2020-03-14 16:31:31.751,3194,McGinley Square,40.7253399253558,-74.06762212514876,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42566,Subscriber,1977,1,16,14,5,Weekend,43,14
7,478,2020-03-14 16:18:09.698,2020-03-14 16:26:07.937,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42543,Subscriber,1979,2,16,14,5,Weekend,41,7
9,540,2020-03-14 16:19:04.029,2020-03-14 16:28:04.891,3206,Hilltop,40.7311689,-74.0575736,3639,Harborside,40.71925170000001,-74.034234,42505,Subscriber,1983,2,16,14,5,Weekend,37,9
34,2097,2020-03-14 16:21:15.420,2020-03-14 16:56:12.438,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42168,Subscriber,1994,2,16,14,5,Weekend,26,34
25,1506,2020-03-14 16:21:15.868,2020-03-14 16:46:21.989,3210,Pershing Field,40.742677141,-74.051788633,3195,Sip Ave,40.73089709786179,-74.06391263008119,42254,Subscriber,1985,1,16,14,5,Weekend,35,25
53,3200,2020-03-14 16:21:56.881,2020-03-14 17:15:17.686,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42531,Subscriber,1965,2,16,14,5,Weekend,55,53
49,2954,2020-03-14 16:22:13.388,2020-03-14 17:11:28.178,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42499,Subscriber,1983,1,16,14,5,Weekend,37,49
2,176,2020-03-14 16:22:14.114,2020-03-14 16:25:10.977,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595965999996,-74.044247311,42433,Subscriber,1975,1,16,14,5,Weekend,45,2
10,628,2020-03-14 16:22:22.285,2020-03-14 16:32:51.253,3202,Newport PATH,40.7272235,-74.03375890000001,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42388,Subscriber,1981,1,16,14,5,Weekend,39,10
10,633,2020-03-14 16:22:30.829,2020-03-14 16:33:04.405,3202,Newport PATH,40.7272235,-74.03375890000001,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42182,Subscriber,1989,2,16,14,5,Weekend,31,10
357,21421,2020-03-14 16:22:56.497,2020-03-14 22:19:57.916,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42446,Subscriber,1990,1,16,14,5,Weekend,30,357
14,872,2020-03-14 16:23:59.393,2020-03-14 16:38:32.017,3267,Morris Canal,40.7124188237569,-74.03852552175522,3202,Newport PATH,40.7272235,-74.03375890000001,42358,Subscriber,1986,1,16,14,5,Weekend,34,14
14,863,2020-03-14 16:24:07.793,2020-03-14 16:38:31.667,3267,Morris Canal,40.7124188237569,-74.03852552175522,3202,Newport PATH,40.7272235,-74.03375890000001,42408,Subscriber,1987,2,16,14,5,Weekend,33,14
91,5514,2020-03-14 16:24:12.704,2020-03-14 17:56:07.214,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42443,Customer,1989,2,16,14,5,Weekend,31,91
12,726,2020-03-14 16:24:57.259,2020-03-14 16:37:04.126,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42621,Customer,1991,2,16,14,5,Weekend,29,12
11,705,2020-03-14 16:24:57.638,2020-03-14 16:36:43.490,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42252,Subscriber,1991,1,16,14,5,Weekend,29,11
11,710,2020-03-14 16:25:05.466,2020-03-14 16:36:55.824,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42508,Customer,1991,2,16,14,5,Weekend,29,11
11,713,2020-03-14 16:25:16.237,2020-03-14 16:37:09.494,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42336,Customer,1991,2,16,14,5,Weekend,29,11
11,686,2020-03-14 16:25:27.210,2020-03-14 16:36:54.174,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,42619,Subscriber,1991,1,16,14,5,Weekend,29,11
44,2682,2020-03-14 16:27:02.127,2020-03-14 17:11:44.623,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42532,Customer,1997,1,16,14,5,Weekend,23,44
22,1368,2020-03-14 16:28:18.334,2020-03-14 16:51:06.438,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42611,Subscriber,1987,1,16,14,5,Weekend,33,22
9,586,2020-03-14 16:28:20.404,2020-03-14 16:38:06.536,3639,Harborside,40.71925170000001,-74.034234,3213,Van Vorst Park,40.71848892,-74.047726625,42360,Subscriber,1981,1,16,14,5,Weekend,39,9
22,1375,2020-03-14 16:28:21.738,2020-03-14 16:51:17.533,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3193,Lincoln Park,40.7246050998869,-74.07840594649316,42349,Customer,1969,0,16,14,5,Weekend,51,22
52,3124,2020-03-14 16:28:47.239,2020-03-14 17:20:51.241,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42599,Subscriber,1970,2,16,14,5,Weekend,50,52
4,281,2020-03-14 16:28:53.134,2020-03-14 16:33:35.006,3212,Christ Hospital,40.734785818,-74.050443636,3210,Pershing Field,40.742677141,-74.051788633,42156,Subscriber,1988,1,16,14,5,Weekend,32,4
1,86,2020-03-14 16:29:25.191,2020-03-14 16:30:51.595,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42197,Subscriber,1959,1,16,14,5,Weekend,61,1
42,2528,2020-03-14 16:31:56.622,2020-03-14 17:14:05.344,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42566,Subscriber,1977,1,16,14,5,Weekend,43,42
6,415,2020-03-14 16:34:03.585,2020-03-14 16:40:59.041,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42582,Subscriber,1995,1,16,14,5,Weekend,25,6
34,2095,2020-03-14 16:34:08.284,2020-03-14 17:09:03.714,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42127,Subscriber,1977,1,16,14,5,Weekend,43,34
40,2433,2020-03-14 16:35:45.263,2020-03-14 17:16:18.780,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42296,Customer,1990,2,16,14,5,Weekend,30,40
4,297,2020-03-14 16:35:46.267,2020-03-14 16:40:44.172,3202,Newport PATH,40.7272235,-74.03375890000001,3187,Warren St,40.721123600000006,-74.03805095,42564,Subscriber,1992,1,16,14,5,Weekend,28,4
40,2400,2020-03-14 16:36:13.401,2020-03-14 17:16:14.188,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42364,Customer,1987,1,16,14,5,Weekend,33,40
27,1676,2020-03-14 16:36:26.357,2020-03-14 17:04:22.655,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42245,Subscriber,1975,1,16,14,5,Weekend,45,27
3,206,2020-03-14 16:37:00.157,2020-03-14 16:40:27.033,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42282,Subscriber,1980,1,16,14,5,Weekend,40,3
32,1972,2020-03-14 16:38:25.175,2020-03-14 17:11:17.479,3196,Riverview Park,40.7443187,-74.04399090000001,3210,Pershing Field,40.742677141,-74.051788633,42126,Customer,1969,0,16,14,5,Weekend,51,32
32,1959,2020-03-14 16:38:37.435,2020-03-14 17:11:17.372,3196,Riverview Park,40.7443187,-74.04399090000001,3210,Pershing Field,40.742677141,-74.051788633,42518,Customer,1969,0,16,14,5,Weekend,51,32
44,2663,2020-03-14 16:39:11.669,2020-03-14 17:23:35.227,3213,Van Vorst Park,40.71848892,-74.047726625,3213,Van Vorst Park,40.71848892,-74.047726625,42360,Subscriber,1981,1,16,14,5,Weekend,39,44
20,1253,2020-03-14 16:39:35.009,2020-03-14 17:00:28.408,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.717732500000004,-74.04384499999999,42318,Subscriber,1976,1,16,14,5,Weekend,44,20
3,187,2020-03-14 16:40:39.605,2020-03-14 16:43:47.096,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42238,Subscriber,1978,2,16,14,5,Weekend,42,3
4,266,2020-03-14 16:41:09.667,2020-03-14 16:45:36.636,3210,Pershing Field,40.742677141,-74.051788633,3212,Christ Hospital,40.734785818,-74.050443636,42156,Subscriber,1988,1,16,14,5,Weekend,32,4
1,113,2020-03-14 16:42:00.141,2020-03-14 16:43:54.056,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3639,Harborside,40.71925170000001,-74.034234,42166,Subscriber,1992,2,16,14,5,Weekend,28,1
7,425,2020-03-14 16:43:42.038,2020-03-14 16:50:47.469,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3209,Brunswick St,40.7241765,-74.05065640000001,42482,Subscriber,1973,1,16,14,5,Weekend,47,7
9,559,2020-03-14 16:43:52.547,2020-03-14 16:53:12.386,3207,Oakland Ave,40.7376037,-74.05247829999999,3210,Pershing Field,40.742677141,-74.051788633,42193,Subscriber,1992,1,16,14,5,Weekend,28,9
2,158,2020-03-14 16:44:14.133,2020-03-14 16:46:53.028,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42157,Subscriber,1986,1,16,14,5,Weekend,34,2
2,152,2020-03-14 16:44:18.433,2020-03-14 16:46:50.540,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42358,Subscriber,1987,2,16,14,5,Weekend,33,2
22,1342,2020-03-14 16:45:45.532,2020-03-14 17:08:08.103,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3202,Newport PATH,40.7272235,-74.03375890000001,42300,Subscriber,1996,2,16,14,5,Weekend,24,22
22,1325,2020-03-14 16:45:45.583,2020-03-14 17:07:51.427,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3202,Newport PATH,40.7272235,-74.03375890000001,42409,Customer,1969,0,16,14,5,Weekend,51,22
26,1618,2020-03-14 16:48:47.700,2020-03-14 17:15:46.677,3196,Riverview Park,40.7443187,-74.04399090000001,3639,Harborside,40.71925170000001,-74.034234,40063,Customer,1969,0,16,14,5,Weekend,51,26
16,1006,2020-03-14 16:49:20.041,2020-03-14 17:06:06.544,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42368,Customer,1969,0,16,14,5,Weekend,51,16
26,1576,2020-03-14 16:49:29.378,2020-03-14 17:15:45.536,3196,Riverview Park,40.7443187,-74.04399090000001,3639,Harborside,40.71925170000001,-74.034234,42258,Subscriber,1985,1,16,14,5,Weekend,35,26
23,1383,2020-03-14 16:51:38.164,2020-03-14 17:14:41.909,3483,Montgomery St,40.71942,-74.05099,3213,Van Vorst Park,40.71848892,-74.047726625,42185,Subscriber,1969,0,16,14,5,Weekend,51,23
7,479,2020-03-14 16:51:43.357,2020-03-14 16:59:42.866,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,42276,Customer,1994,1,16,14,5,Weekend,26,7
284,17046,2020-03-14 16:51:57.146,2020-03-14 21:36:03.973,3185,City Hall,40.717732500000004,-74.04384499999999,3185,City Hall,40.717732500000004,-74.04384499999999,42278,Customer,1969,0,16,14,5,Weekend,51,284
284,17081,2020-03-14 16:51:59.520,2020-03-14 21:36:41.179,3185,City Hall,40.717732500000004,-74.04384499999999,3185,City Hall,40.717732500000004,-74.04384499999999,42336,Customer,1969,0,16,14,5,Weekend,51,284
8,493,2020-03-14 16:52:27.757,2020-03-14 17:00:41.307,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42581,Subscriber,1991,1,16,14,5,Weekend,29,8
2,162,2020-03-14 16:53:27.851,2020-03-14 16:56:10.602,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.717732500000004,-74.04384499999999,42118,Subscriber,1967,1,16,14,5,Weekend,53,2
37,2222,2020-03-14 16:55:21.584,2020-03-14 17:32:24.209,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42230,Customer,1969,0,16,14,5,Weekend,51,37
15,901,2020-03-14 16:57:38.565,2020-03-14 17:12:39.585,3203,Hamilton Park,40.727595965999996,-74.044247311,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42347,Customer,1969,0,16,14,5,Weekend,51,15
1,93,2020-03-14 16:58:46.400,2020-03-14 17:00:19.794,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42381,Subscriber,1995,1,16,14,5,Weekend,25,1
5,330,2020-03-14 16:59:34.566,2020-03-14 17:05:04.722,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42196,Subscriber,1987,2,16,14,5,Weekend,33,5
5,324,2020-03-14 16:59:37.644,2020-03-14 17:05:02.578,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42182,Subscriber,1984,2,16,14,5,Weekend,36,5
111,6690,2020-03-14 17:00:15.466,2020-03-14 18:51:45.702,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42251,Customer,1991,1,17,14,5,Weekend,29,111
15,947,2020-03-14 17:00:25.960,2020-03-14 17:16:13.017,3203,Hamilton Park,40.727595965999996,-74.044247311,3481,York St,40.71649,-74.04105,42235,Subscriber,1988,2,17,14,5,Weekend,32,15
16,984,2020-03-14 17:00:30.568,2020-03-14 17:16:54.898,3203,Hamilton Park,40.727595965999996,-74.044247311,3481,York St,40.71649,-74.04105,42311,Subscriber,1987,1,17,14,5,Weekend,33,16
2,125,2020-03-14 17:01:11.666,2020-03-14 17:03:17.530,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3185,City Hall,40.717732500000004,-74.04384499999999,42381,Subscriber,1967,1,17,14,5,Weekend,53,2
4,297,2020-03-14 17:02:13.864,2020-03-14 17:07:11.244,3187,Warren St,40.721123600000006,-74.03805095,3185,City Hall,40.717732500000004,-74.04384499999999,42205,Subscriber,1993,1,17,14,5,Weekend,27,4
108,6539,2020-03-14 17:02:35.665,2020-03-14 18:51:35.109,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42613,Customer,1969,0,17,14,5,Weekend,51,108
9,549,2020-03-14 17:02:53.693,2020-03-14 17:12:03.569,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42125,Subscriber,1979,1,17,14,5,Weekend,41,9
12,722,2020-03-14 17:02:54.485,2020-03-14 17:14:56.964,3185,City Hall,40.717732500000004,-74.04384499999999,3211,Newark Ave,40.72152515,-74.046304543,42318,Subscriber,1976,1,17,14,5,Weekend,44,12
44,2696,2020-03-14 17:02:58.105,2020-03-14 17:47:54.917,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42562,Subscriber,1986,1,17,14,5,Weekend,34,44
3,214,2020-03-14 17:03:24.704,2020-03-14 17:06:59.086,3185,City Hall,40.717732500000004,-74.04384499999999,3483,Montgomery St,40.71942,-74.05099,42252,Subscriber,1967,1,17,14,5,Weekend,53,3
48,2925,2020-03-14 17:03:58.376,2020-03-14 17:52:44.309,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42348,Customer,1989,2,17,14,5,Weekend,31,48
10,617,2020-03-14 17:04:55.975,2020-03-14 17:15:13.235,3195,Sip Ave,40.73089709786179,-74.06391263008119,3694,Jackson Square,40.71113,-74.0789,42585,Subscriber,1971,1,17,14,5,Weekend,49,10
